item_name|latitude|longitude|restaurant_name|item_description|price
Brisk Mango Iced Tea|35.91945|-78.95617|Taco Bell||
Brisk Half and Half|35.91945|-78.95617|Taco Bell|Iced tea & lemonade|
Diet Pepsi|35.89858|-78.8964|Papa John's||
Pepsi|35.89858|-78.8964|Papa John's||
Mtn Dew® Baja Blast|35.91945|-78.95617|Taco Bell||
Mtn Dew®|35.91945|-78.95617|Taco Bell||
Sierra Mist|35.89858|-78.8964|Papa John's||
Cap'n Crunch Delights|35.91945|-78.95617|Taco Bell|The new Cap’n Crunch™ Delights™ are warm, light pastries, coated with fruity Cap’n Crunch’s Crunch Berries™ cereal and filled with creamy, sweet milk icing. Available in 2, 4, and 12 packs.|
Caramel Apple Empanada|35.91945|-78.95617|Taco Bell|A crispy golden pastry pocket filled with chunks of warm apples in creamy caramel sauce.|
Cinnabon Delights 4 Pack|35.91945|-78.95617|Taco Bell|Warm, golden bite-sized pastries filled with Cinnabon® frosting and covered with Makara® cinnamon sugar.|
Chips and Guacamole|35.91945|-78.95617|Taco Bell|Savory guacamole made from real Hass avocados, paired with crispy tortilla chips.|
Chips and Pico De Gallo|35.91945|-78.95617|Taco Bell|Delicious pico de gallo prepared fresh daily, paired with crispy tortilla chips.|
Black Beans and Rice|35.91945|-78.95617|Taco Bell|Premium Latin rice topped with flavorful black beans.|
Cheesy Fiesta Potatoes|35.91945|-78.95617|Taco Bell|Golden potatoes topped with warm nacho cheese sauce, and reduced-fat sour cream.|
Pintos n Cheese|35.91945|-78.95617|Taco Bell|Hearty beans, tangy red sauce, and a three cheese blend.|
Nachos|35.91945|-78.95617|Taco Bell|Crisp, freshly prepared daily tortilla chips served with warm nacho cheese sauce on the side.|
Cinnamon Twists|35.91945|-78.95617|Taco Bell|Crispy, puffed corn twists, sprinkled with cinnamon and sugar.|
BOSS Nachos|35.91945|-78.95617|Taco Bell||
Quesadilla|35.91945|-78.95617|Taco Bell||
Gordita Supreme|35.91945|-78.95617|Taco Bell||
Chalupa Supreme|35.91945|-78.95617|Taco Bell||
Cantina Power Bowl|35.91945|-78.95617|Taco Bell||
Fiesta Taco Salad|35.91945|-78.95617|Taco Bell||
Sriracha Chicken Crunchwrap Slider|35.91945|-78.95617|Taco Bell||
Spicy Beefy Nacho Crunchwrap Slider|35.91945|-78.95617|Taco Bell||
Beefy Cheddar Crunchwrap Slider|35.91945|-78.95617|Taco Bell||
BLT Crunchwrap Slider|35.91945|-78.95617|Taco Bell||
Crunchwrap Supreme|35.91945|-78.95617|Taco Bell||
Cheese Quesadilla|35.91945|-78.95617|Taco Bell||
Nachos BellGrande|35.91945|-78.95617|Taco Bell||
MexiMelt|35.91945|-78.95617|Taco Bell||
Mexican Pizza|35.91945|-78.95617|Taco Bell||
Cheesy Roll-Up|35.91945|-78.95617|Taco Bell||
Breakfast Crunchwrap|35.91945|-78.95617|Taco Bell||
Biscuit Taco|35.91945|-78.95617|Taco Bell||
Grande Scrambler|35.91945|-78.95617|Taco Bell||
Grilled Breakfast Burrito|35.91945|-78.95617|Taco Bell||
A.M. Grilled Taco|35.91945|-78.95617|Taco Bell||
Cheesy Burrito|35.91945|-78.95617|Taco Bell||
Mountain Dew Kickstart Orange Citrus|35.91945|-78.95617|Taco Bell||
14. Breakfast Crunchwrap Combo|35.91945|-78.95617|Taco Bell||
15. Biscuit Taco Combo|35.91945|-78.95617|Taco Bell||
16. Cheesy Burrito Combo|35.91945|-78.95617|Taco Bell||
17. Grande Scrambler Combo|35.91945|-78.95617|Taco Bell||
Breakfast Crunchwrap Country|35.91945|-78.95617|Taco Bell||
Breakfast Crunchwrap® California|35.91945|-78.95617|Taco Bell||
Sausage & Cheese Biscuit Taco|35.91945|-78.95617|Taco Bell||
Grilled Breakfast Burrito Country|35.91945|-78.95617|Taco Bell||
Cinnabon Delights® 2 Pack|35.91945|-78.95617|Taco Bell||
Cinnabon Delights® 4 Pack|35.91945|-78.95617|Taco Bell||
Cinnabon Delights 12 Pack|35.91945|-78.95617|Taco Bell||
Premium Hot Coffee|35.91945|-78.95617|Taco Bell||
Iced Regular Coffee|35.91945|-78.95617|Taco Bell||
Orange Juice|35.91945|-78.95617|Taco Bell||
Hash Brown|35.91945|-78.95617|Taco Bell||
Side of Bacon|35.91945|-78.95617|Taco Bell||
Side of Sausage Patty|35.91945|-78.95617|Taco Bell||
Side of Egg|35.91945|-78.95617|Taco Bell||
Cheese Pizza|35.89858|-78.8964|Papa John's|Plenty of cheese made from 100% mozzarella, piled on your choice of crusts and oven-baked to a bubbly perfection.|
Sausage Pizza|35.89858|-78.8964|Papa John's|Your choice of crusts, loaded with our zesty sausage and 100% real cheese made from mozzarella then baked to a golden brown.|
Pepperoni|36.010251|-78.922001|Subway||
Sausage/Pepperoni|35.89858|-78.8964|Papa John's|Two of our most popular pizza topping choices – sausage and pepperoni – loaded on your choice of crusts and baked to perfection.|
Bacon Cheeseburger|35.89858|-78.8964|Papa John's|America’s favorites are better together. Our New Bacon Cheeseburger pizza comes with 100% real beef and mozzarella cheese, fresh cut Roma tomatoes, hickory-smoked bacon, pickles and Papa’s signature burger sauce all on our fresh hand tossed crust.|
Philly Cheesesteak|35.89858|-78.8964|Papa John's|Introducing our NEW Philly Cheesesteak Pizza on hand-tossed pizza crust layered with creamy garlic sauce, steak from the Original Philly Cheesesteak Company, fresh onions and green peppers, then covered with mozzarella and provolone cheese.|
The Works|35.89858|-78.8964|Papa John's|Sink your teeth into this pizza loaded with a mouth-watering combination of pepperoni,canadian bacon, Italian sausage, fresh-sliced onions &amp; green peppers, gourmet baby portabella mushrooms and ripe black olives.|
The Meats|35.89858|-78.8964|Papa John's|Created for the meat fanatic in you. The Meats pizza is piled high with your favorites—pepperoni, sausage, beef, hickory-smoked bacon and canadian bacon. It’s bursting with hearty flavor.|
John's Favorite|35.89858|-78.8964|Papa John's|Taste Papa John's founder John Schnatter's favorite pizza, loaded with pepperoni, sausage and a six-cheese blend of Mozzarella, Parmesan, Romano, Asiago, Provolone and Fontina. Sprinkled with our special blend of Italian herb seasonings.|
Buffalo Chicken|35.89858|-78.8964|Papa John's|Savor the combination of creamy ranch sauce, sliced chicken strips, crispy bacon, fresh sliced onions and tangy buffalo sauce.|
Garden Fresh|35.89858|-78.8964|Papa John's|A veggie lover’s delight, our Garden Fresh vegetable pizza is generously topped with fresh-sliced onions &amp; green peppers, gourmet baby portabella mushrooms, ripe black olives and juicy, fresh-sliced Roma tomatoes.|
Spicy Italian|36.010251|-78.922001|Subway|A zesty blend of pepperoni and salami, topped with cheese - try it with hot peppers, or your choice of crisp veggies and condiments served hot on freshly baked bread.|
Spinach Alfredo|35.89858|-78.8964|Papa John's|Delicious doesn’t have to be complicated. This irresistible pizza has a rich and creamy blend of spinach and garlic Parmesan Alfredo sauce.|
BBQ Chicken Bacon|35.89858|-78.8964|Papa John's|Authentic barbeque flavor with this pizza covered in tangy barbeque sauce and piled high with grilled all-white chicken, hickory-smoked bacon and fresh-sliced onions.|
Hawaiian BBQ Chicken|35.89858|-78.8964|Papa John's|Our island-inspired Hawaiian BBQ Chicken pizza is covered in authentic barbeque sauce, grilled all-white chicken, hickory-smoked bacon and fresh-sliced onions, then topped with sweet pineapple for a decidedly tropical twist.|
Tuscan Six Cheese|35.89858|-78.8964|Papa John's|Our deliciously unique Tuscan Six Cheese pizza is topped with an authentic six-cheese blend of mozzarella, Parmesan, Romano, Asiago, Provolone and Fontina. Sprinkled with our special blend of Italian herb seasonings for an extra dash of flavor.|
Double Bacon 6 Cheese|35.89858|-78.8964|Papa John's|Our fresh never frozen crust is layered with pizza sauce, premium center cut Canadian bacon, hickory smoked bacon, and six delicious cheeses; Wisconsin Parmesan, Romano, Provolone, Asiago, & Fontina and 100% real cheese made from mozzarella.|
Spinach Alfredo Chicken Tomato|35.89858|-78.8964|Papa John's|A rich and creamy blend of spinach and garlic Parmesan Alfredo sauce makes an inviting base for a robust combination of grilled all-white chicken and fresh-sliced Roma tomatoes.|
Grilled Chicken Club|35.89858|-78.8964|Papa John's|We've put an innovative spin on an all-American classic club with our Grilled Chicken Club pizza, topped with grilled all-white chicken, hickory-smoked bacon, fresh-sliced onions and Roma Tomatoes.|
Cheese Chicken Cordon Blue|35.89858|-78.8964|Papa John's|Spinach Alfredo sauce topped with grilled all-white Chicken, Canadian bacon, fresh-sliced onions, topped with an authentic Six Cheese blend of Mozzarella, Parmesan, Romano, Asiago, Fontina and Provolone.|
The Big Bonanza|35.89858|-78.8964|Papa John's|BBQ sauce topped with a double portion of bacon, beef, canadian bacon, fresh-sliced onions, roma tomatoes & jalapeño peppers.|
Parmesan Breadsticks|35.89858|-78.8964|Papa John's|Our fresh dough is baked to a golden brown, then covered with a delicious blend of our Special Garlic sauce and a tasty Parmesan Italian seasoning. The result is simply divine. Served with 2 Pizza dipping sauces.|
Breadsticks|35.89858|-78.8964|Papa John's|Our fresh dough is shaped into breadsticks and baked to a golden brown. Served with Pizza and Special Garlic dipping sauces.|
6Cheese Cheesesticks|35.89858|-78.8964|Papa John's|Six Cheese Cheesesticks|
Cheesesticks|35.89858|-78.8964|Papa John's|Our fresh dough is covered with Special Garlic sauce, topped with mounds of real cheese made from 100% mozzarella, and baked 'til it's bubbling with irresistible flavor. Served with Pizza and Special Garlic dipping sauces.|
Bacon Cheesesticks|35.89858|-78.8964|Papa John's|Our fresh dough is covered with Special Garlic sauce, topped with hickory-smoked bacon and mozzarella cheese, and baked 'til it's bubbling with irresistible flavor. Served with Pizza and Special Garlic dipping sauces.|
Papa's Chicken Poppers|35.89858|-78.8964|Papa John's|Premium all-white chicken breast poppers are lightly breaded then oven-baked to a crisp golden brown.|
Spicy Buffalo Wings|35.89858|-78.8964|Papa John's|Our made-to-order, bone-in wings are oven-baked to a golden crisp, then drizzled in our hot and spicy buffalo sauce for a zip of heat! Served with your choice of dipping sauces.|
BBQ Wings|35.89858|-78.8964|Papa John's|Our made-to-order, bone-in wings are oven-baked to a golden crisp, then drizzled in our thick and tangy, smokehouse-style barbeque sauce. Served with your choice of dipping sauces.|
Honey Chipotle Wings|35.89858|-78.8964|Papa John's|Our made-to-order, bone-in wings are oven-baked to a golden crisp, then drizzled in our honey chipotle sauce for the perfect balance between spicy and sweet. Served with your choice of dipping sauces.|
Unsauced Wings|35.89858|-78.8964|Papa John's|Prefer your Wings with no sauce at all? Our made-to-order, bone-in wings are oven-baked to a golden crisp and left unsauced. Served with your choice of dipping sauces.|
Double Chocolate Chip Brownie|35.89858|-78.8964|Papa John's|Papa John’s introduces our NEW Double Chocolate Chip Brownie. Our rich and decadent family size, double chocolate fudgey brownie is loaded with chocolate chips, baked fresh and cut into 9 squares. Then served warm in an 8 inch pan.|
Cinnapie|35.89858|-78.8964|Papa John's|Make a perfect meal even better by finishing it off with our delicious Cinnapie. Featuring our fresh original dough topped with sweet cinnamon filling and brown sugar streusel, drizzled with white icing and baked to sweet perfection.|
Cinnamon Sweetsticks|35.89858|-78.8964|Papa John's|Give your meal a sweet ending with our oven-baked Sweetsticks, featuring our fresh dough, formed into sticks, then topped with sweet cinnamon filling and drizzled with white icing.|
Mountain Dew|35.89858|-78.8964|Papa John's||
Diet Mountain Dew|35.89858|-78.8964|Papa John's||
Pepsi Max|35.89858|-78.8964|Papa John's||
Diet Sierra Mist|35.89858|-78.8964|Papa John's||
Aquafina|35.89858|-78.8964|Papa John's||
Hawaiian Punch|35.89858|-78.8964|Papa John's||
Mountain Dew CodeRed|35.89858|-78.8964|Papa John's||
Mug Root Beer|35.89858|-78.8964|Papa John's||
Grape Crush|35.89858|-78.8964|Papa John's||
Orange Crush|35.89858|-78.8964|Papa John's||
Wild Cherry Pepsi|35.89858|-78.8964|Papa John's||
Schweppes Ginger Ale|35.89858|-78.8964|Papa John's||
Gatorade Fruit Punch|35.89858|-78.8964|Papa John's||
Gatorade Lemon Lime|35.89858|-78.8964|Papa John's||
Lipton Brisk Sweet Tea Lemon|35.89858|-78.8964|Papa John's||
Lipton Brisk Lemonade|35.89858|-78.8964|Papa John's||
Dipping Sauces|35.89858|-78.8964|Papa John's|Our dipping sauces will add an explosion of flavor to your pizza or sides. Look for the perfect compliment for your Breadsticks, Cheesesticks, Chickenstrips or Wings.|
Pepperoncinis|35.89858|-78.8964|Papa John's|Our crisp plump pepperoncini pack a burst of zesty sweet flavor that’ll ignite your taste buds.|
Jalapeño Peppers|35.89858|-78.8964|Papa John's|Turn up the heat with our spicy hot jalapeño peppers!|
Parmesan Cheese|35.89858|-78.8964|Papa John's|Add a sprinkle of our sharp-flavored Italian Parmesan cheese to your pizza!|
Crushed Red Pepper|35.89858|-78.8964|Papa John's|Spice things up with a dash of crushed red pepper!|
Special Seasonings|35.89858|-78.8964|Papa John's|Add pizzazz to your pizza with our delightful blend of special Italian seasonings including garlic, onion, paprika, parsley and more.|
Banana Peppers|35.89858|-78.8964|Papa John's|This yellow pepper will add a mild, sweet flavor.|
Anchovies|35.89858|-78.8964|Papa John's||
Black Forest Ham|36.010251|-78.922001|Subway|The Black Forest Ham has never been better. Load it up with all the crunchy veggies you like on your choice of freshly baked bread. Even try it fresh toasted with melty cheese and mustard. Yum!|
Carved Turkey with Bacon|36.010251|-78.922001|Subway|It’s tender. It’s juicy. It’s our NEW premium, thick-cut Carved Turkey served on freshly baked bread. Featuring all white meat, no artificial preservatives, and classic oven roasted flavor. Try it with melted cheese, crisp veggies, and topped with Applewood smoked bacon.|
Carved Turkey|36.010251|-78.922001|Subway|It’s tender. It’s juicy. It’s our NEW premium, thick-cut Carved Turkey served on freshly baked bread. Featuring all white meat, no artificial preservatives, and classic oven roasted flavor. Enjoy as is, or top off your sub with any of our fresh veggies.|
Chicken & Bacon Ranch Melt|36.010251|-78.922001|Subway|Saddle up & try the fresh toasted SUBWAY® Chicken & Bacon Ranch sandwich. Stuffed with melted Monterey cheddar cheese, tender all-white meat chicken, crispy bacon, lettuce, tomato, onions and green peppers.|
Cold Cut Combo|36.010251|-78.922001|Subway|Can't decide what kind of meat you want? Get them all. The Cold Cut Combo is stacked with turkey-based meats - ham, salami and bologna. It's topped with crisp vegetables and served on freshly baked bread. This combo has a little bit of everything.|
Italian B.M.T.®|36.010251|-78.922001|Subway|This all-time Italian classic is filled with Genoa salami, spicy pepperoni, and Black Forest Ham. Get it made the way you say with your favorite veggies on freshly baked bread.|
Oven Roasted Chicken|36.010251|-78.922001|Subway|The Oven Roasted Chicken you love, now a May Featured Value! It’s piled high atop freshly baked bread with your favorite toppings from spicy jalapenos to crisp green peppers.|
Roast Beef|36.010251|-78.922001|Subway|This tasty number, with less than 6g of fat, is piled high with lean roast beef and your choice of fresh veggies, like crisp green peppers and juicy tomatoes. Want to take it up a notch? Try it with some spicy jalapeños for a kick in the taste buds.|
